id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at
71482,Cassandra,Ramos,cassandraramos@example.net,36,F,Ohio,337 Raymond Divide Apt. 265,44105,Cleveland,United States,41.4504502,-81.634853,Search,03/07/2023 13:13:00
80506,Bryan,Mcgee,bryanmcgee@example.com,37,M,Ohio,382 Samantha Villages,44105,Cleveland,United States,41.4504502,-81.634853,Search,13/05/2022 00:14:00
90849,Kathleen,Rogers,kathleenrogers@example.com,57,F,Ohio,50514 Kirk Mews,44105,Cleveland,United States,41.4504502,-81.634853,Search,24/04/2019 07:52:00
97962,Michelle,Flores,michelleflores@example.net,25,F,Ohio,7767 Travis Mission Apt. 530,44105,Cleveland,United States,41.4504502,-81.634853,Facebook,18/11/2023 12:55:00
31678,Victoria,Jimenez,victoriajimenez@example.com,31,F,Ohio,2022 John Expressway Apt. 685,44107,Lakewood,United States,41.48487204,-81.80113328,Search,15/08/2021 08:34:00
34656,Vanessa,Mcintosh,vanessamcintosh@example.com,44,F,Ohio,013 West Gardens Suite 225,44107,Lakewood,United States,41.48487204,-81.80113328,Email,24/10/2019 08:17:00
67431,Amanda,Morris,amandamorris@example.org,41,F,Ohio,8021 Summer Skyway Apt. 257,44107,Lakewood,United States,41.48487204,-81.80113328,Search,01/07/2021 08:29:00
74086,Luke,Robinson,lukerobinson@example.com,62,M,Ohio,697 Wendy Inlet,44107,Lakewood,United States,41.48487204,-81.80113328,Search,24/07/2021 07:15:00
45352,Mary,Martinez,marymartinez@example.com,20,F,Ohio,6836 Andrea Summit,44109,Cleveland,United States,41.44492153,-81.69762344,Organic,30/06/2023 13:51:00
55980,Debra,Henderson,debrahenderson@example.org,26,F,Ohio,6470 Stephen Turnpike,44109,Cleveland,United States,41.44492153,-81.69762344,Search,03/03/2021 17:11:00
72892,Dawn,Pham,dawnpham@example.org,37,F,Ohio,41797 Jose Springs Apt. 720,44109,Cleveland,United States,41.44492153,-81.69762344,Facebook,15/07/2019 18:56:00
88455,Christina,Riley,christinariley@example.org,26,F,Ohio,01823 Brooke Forge Suite 942,44109,Cleveland,United States,41.44492153,-81.69762344,Search,05/11/2022 04:18:00
3216,Nicholas,Brown,nicholasbrown@example.com,63,M,Ohio,40872 Morgan Estate Suite 162,44111,Cleveland,United States,41.45770163,-81.78813392,Organic,12/04/2022 03:29:00
18710,Edward,Cooper,edwardcooper@example.org,25,M,Ohio,913 Brent Underpass Suite 544,44111,Cleveland,United States,41.45770163,-81.78813392,Search,14/11/2022 06:25:00
34514,Xavier,Abbott,xavierabbott@example.org,30,M,Ohio,4353 Kennedy Locks,44111,Cleveland,United States,41.45770163,-81.78813392,Search,05/11/2022 08:49:00
50970,Anthony,Kelly,anthonykelly@example.org,27,M,Ohio,137 Darren Garden,44111,Cleveland,United States,41.45770163,-81.78813392,Search,13/10/2020 17:42:00
54069,Jonathan,Thompson,jonathanthompson@example.net,33,M,Ohio,51627 Kathleen Rest,44111,Cleveland,United States,41.45770163,-81.78813392,Search,19/05/2021 06:48:00
18210,Amy,Frederick,amyfrederick@example.org,38,F,Ohio,3925 Gonzalez Landing Suite 914,44118,Cleveland Heights,United States,41.50199323,-81.55629612,Search,02/09/2019 05:54:00
